"seqnames"	"start"	"end"	"width"	"strand"	"gene_id"	"gene_name"	"gene_biotype"	"seq_coord_system"	"symbol"	"entrezid"
"ENSG00000079819"	"chr6"	131063322	131063323	2	"-"	"ENSG00000079819"	"EPB41L2"	"protein_coding"	"chromosome"	"EPB41L2"	2037
"ENSG00000118507"	"chr6"	131135665	131135666	2	"+"	"ENSG00000118507"	"AKAP7"	"protein_coding"	"chromosome"	"AKAP7"	9465
"ENSG00000118520"	"chr6"	131573143	131573144	2	"+"	"ENSG00000118520"	"ARG1"	"protein_coding"	"chromosome"	"ARG1"	383
"ENSG00000112282"	"chr6"	131628229	131628230	2	"-"	"ENSG00000112282"	"MED23"	"protein_coding"	"chromosome"	"MED23"	9439
"ENSG00000154269"	"chr6"	131628441	131628442	2	"+"	"ENSG00000154269"	"ENPP3"	"protein_coding"	"chromosome"	"ENPP3"	5169
"ENSG00000180658"	"chr6"	131701401	131701402	2	"-"	"ENSG00000180658"	"OR2A4"	"protein_coding"	"chromosome"	"OR2A4"	79541
"ENSG00000236761"	"chr6"	131711017	131711018	2	"-"	"ENSG00000236761"	"CTAGE9"	"protein_coding"	"chromosome"	"CTAGE9"	643854
"ENSG00000197594"	"chr6"	131808015	131808016	2	"+"	"ENSG00000197594"	"ENPP1"	"protein_coding"	"chromosome"	"ENPP1"	5167
"ENSG00000118523"	"chr6"	131951373	131951374	2	"-"	"ENSG00000118523"	"CTGF"	"protein_coding"	"chromosome"	"CTGF"	1490
"ENSG00000079931"	"chr6"	132401545	132401546	2	"-"	"ENSG00000079931"	"MOXD1"	"protein_coding"	"chromosome"	"MOXD1"	26002
"ENSG00000079950"	"chr6"	132513198	132513199	2	"-"	"ENSG00000079950"	"STX7"	"protein_coding"	"chromosome"	"STX7"	8417
"ENSG00000237110"	"chr6"	132538289	132538290	2	"+"	"ENSG00000237110"	"TAAR9"	"protein_coding"	"chromosome"	"TAAR9"	134860
"ENSG00000146385"	"chr6"	132552692	132552693	2	"+"	"ENSG00000146385"	"TAAR8"	"protein_coding"	"chromosome"	"TAAR8"	83551
"ENSG00000146383"	"chr6"	132570321	132570322	2	"+"	"ENSG00000146383"	"TAAR6"	"protein_coding"	"chromosome"	"TAAR6"	319100
"ENSG00000135569"	"chr6"	132589686	132589687	2	"-"	"ENSG00000135569"	"TAAR5"	"protein_coding"	"chromosome"	"TAAR5"	9038
"ENSG00000146378"	"chr6"	132624275	132624276	2	"-"	"ENSG00000146378"	"TAAR2"	"protein_coding"	"chromosome"	"TAAR2"	9287
"ENSG00000146399"	"chr6"	132646003	132646004	2	"-"	"ENSG00000146399"	"TAAR1"	"protein_coding"	"chromosome"	"TAAR1"	134864
"ENSG00000112299"	"chr6"	132714049	132714050	2	"-"	"ENSG00000112299"	"VNN1"	"protein_coding"	"chromosome"	"VNN1"	8876
"ENSG00000093134"	"chr6"	132734765	132734766	2	"-"	"ENSG00000093134"	"VNN3"	"protein_coding"	"chromosome"	"VNN3"	55350
"ENSG00000112303"	"chr6"	132763459	132763460	2	"-"	"ENSG00000112303"	"VNN2"	"protein_coding"	"chromosome"	"VNN2"	8875
"ENSG00000146409"	"chr6"	132798553	132798554	2	"-"	"ENSG00000146409"	"SLC18B1"	"protein_coding"	"chromosome"	"SLC18B1"	116843
"ENSG00000112306"	"chr6"	132814440	132814441	2	"+"	"ENSG00000112306"	"RPS12"	"protein_coding"	"chromosome"	"RPS12"	6206
"ENSG00000112319"	"chr6"	133240597	133240598	2	"+"	"ENSG00000112319"	"EYA4"	"protein_coding"	"chromosome"	"EYA4"	2070
"ENSG00000118526"	"chr6"	133889137	133889138	2	"+"	"ENSG00000118526"	"TCF21"	"protein_coding"	"chromosome"	"TCF21"	6943
"ENSG00000028839"	"chr6"	133952169	133952170	2	"+"	"ENSG00000028839"	"TBPL1"	"protein_coding"	"chromosome"	"TBPL1"	9519
"ENSG00000146411"	"chr6"	134052636	134052637	2	"-"	"ENSG00000146411"	"SLC2A12"	"protein_coding"	"chromosome"	"SLC2A12"	154091
"ENSG00000118515"	"chr6"	134318112	134318113	2	"-"	"ENSG00000118515"	"SGK1"	"protein_coding"	"chromosome"	"SGK1"	6446
"ENSG00000118514"	"chr6"	134950122	134950123	2	"-"	"ENSG00000118514"	"ALDH8A1"	"protein_coding"	"chromosome"	"ALDH8A1"	64577
"ENSG00000112339"	"chr6"	135103056	135103057	2	"-"	"ENSG00000112339"	"HBS1L"	"protein_coding"	"chromosome"	"HBS1L"	10767
"ENSG00000118513"	"chr6"	135181314	135181315	2	"+"	"ENSG00000118513"	"MYB"	"protein_coding"	"chromosome"	"MYB"	4602
"ENSG00000135541"	"chr6"	135497776	135497777	2	"-"	"ENSG00000135541"	"AHI1"	"protein_coding"	"chromosome"	"AHI1"	54806
"ENSG00000171408"	"chr6"	135851695	135851696	2	"+"	"ENSG00000171408"	"PDE7B"	"protein_coding"	"chromosome"	"PDE7B"	27115
"ENSG00000146410"	"chr6"	136250335	136250336	2	"-"	"ENSG00000146410"	"MTFR2"	"protein_coding"	"chromosome"	"MTFR2"	113115
"ENSG00000029363"	"chr6"	136289851	136289852	2	"-"	"ENSG00000029363"	"BCLAF1"	"protein_coding"	"chromosome"	"BCLAF1"	9774
"ENSG00000135525"	"chr6"	136550819	136550820	2	"-"	"ENSG00000135525"	"MAP7"	"protein_coding"	"chromosome"	"MAP7"	9053
"ENSG00000197442"	"chr6"	136792518	136792519	2	"-"	"ENSG00000197442"	"MAP3K5"	"protein_coding"	"chromosome"	"MAP3K5"	4217
"ENSG00000112357"	"chr6"	136822563	136822564	2	"+"	"ENSG00000112357"	"PEX7"	"protein_coding"	"chromosome"	"PEX7"	5191
"ENSG00000182747"	"chr6"	136922263	136922264	2	"+"	"ENSG00000182747"	"SLC35D3"	"protein_coding"	"chromosome"	"SLC35D3"	340146
"ENSG00000016402"	"chr6"	137045180	137045181	2	"-"	"ENSG00000016402"	"IL20RA"	"protein_coding"	"chromosome"	"IL20RA"	53832
"ENSG00000164485"	"chr6"	137173648	137173649	2	"-"	"ENSG00000164485"	"IL22RA2"	"protein_coding"	"chromosome"	"IL22RA2"	116379
"ENSG00000027697"	"chr6"	137219449	137219450	2	"-"	"ENSG00000027697"	"IFNGR1"	"protein_coding"	"chromosome"	"IFNGR1"	3459
"ENSG00000177468"	"chr6"	137494250	137494251	2	"-"	"ENSG00000177468"	"OLIG3"	"protein_coding"	"chromosome"	"OLIG3"	167826
"ENSG00000118503"	"chr6"	137867187	137867188	2	"+"	"ENSG00000118503"	"TNFAIP3"	"protein_coding"	"chromosome"	"TNFAIP3"	7128
"ENSG00000112378"	"chr6"	138107511	138107512	2	"-"	"ENSG00000112378"	"PERP"	"protein_coding"	"chromosome"	"PERP"	64065
"ENSG00000112379"	"chr6"	138161920	138161921	2	"+"	"ENSG00000112379"	"ARFGEF3"	"protein_coding"	"chromosome"	"ARFGEF3"	57221
"ENSG00000254440"	"chr6"	138218491	138218492	2	"-"	"ENSG00000254440"	"PBOV1"	"protein_coding"	"chromosome"	"PBOV1"	59351
"ENSG00000262543"	"chr6"	138377904	138377905	2	"+"	"ENSG00000262543"	"RP3-422G23.4"	"protein_coding"	"chromosome"	"RP3-422G23.4"	.
"ENSG00000051620"	"chr6"	138403530	138403531	2	"+"	"ENSG00000051620"	"HEBP2"	"protein_coding"	"chromosome"	"HEBP2"	23593
"ENSG00000135540"	"chr6"	138692571	138692572	2	"-"	"ENSG00000135540"	"NHSL1"	"protein_coding"	"chromosome"	"NHSL1"	57224
"ENSG00000279968"	"chr6"	138773652	138773653	2	"-"	"ENSG00000279968"	"GVQW2"	"protein_coding"	"chromosome"	"GVQW2"	100507462
"ENSG00000024862"	"chr6"	138773508	138773509	2	"+"	"ENSG00000024862"	"CCDC28A"	"protein_coding"	"chromosome"	"CCDC28A"	25901
"ENSG00000203734"	"chr6"	138795925	138795926	2	"+"	"ENSG00000203734"	"ECT2L"	"protein_coding"	"chromosome"	"ECT2L"	345930
"ENSG00000135597"	"chr6"	138988261	138988262	2	"-"	"ENSG00000135597"	"REPS1"	"protein_coding"	"chromosome"	"REPS1"	85021
"ENSG00000146386"	"chr6"	139028681	139028682	2	"+"	"ENSG00000146386"	"ABRACL"	"protein_coding"	"chromosome"	"ABRACL"	58527
"ENSG00000112406"	"chr6"	139135111	139135112	2	"+"	"ENSG00000112406"	"HECA"	"protein_coding"	"chromosome"	"HECA"	51696
"ENSG00000164440"	"chr6"	139292139	139292140	2	"-"	"ENSG00000164440"	"TXLNB"	"protein_coding"	"chromosome"	"TXLNB"	167838
"ENSG00000164442"	"chr6"	139374620	139374621	2	"-"	"ENSG00000164442"	"CITED2"	"protein_coding"	"chromosome"	"CITED2"	10370
"ENSG00000135577"	"chr6"	142088799	142088800	2	"-"	"ENSG00000135577"	"NMBR"	"protein_coding"	"chromosome"	"NMBR"	4829
"ENSG00000203733"	"chr6"	142133089	142133090	2	"+"	"ENSG00000203733"	"GJE1"	"protein_coding"	"chromosome"	"GJE1"	.
"ENSG00000009844"	"chr6"	142147161	142147162	2	"+"	"ENSG00000009844"	"VTA1"	"protein_coding"	"chromosome"	"VTA1"	51534
"ENSG00000112414"	"chr6"	142301853	142301854	2	"+"	"ENSG00000112414"	"ADGRG6"	"protein_coding"	"chromosome"	"ADGRG6"	57211
"ENSG00000010818"	"chr6"	142945201	142945202	2	"-"	"ENSG00000010818"	"HIVEP2"	"protein_coding"	"chromosome"	"HIVEP2"	3097
"ENSG00000146416"	"chr6"	143060495	143060496	2	"+"	"ENSG00000146416"	"AIG1"	"protein_coding"	"chromosome"	"AIG1"	51390
"ENSG00000189007"	"chr6"	143450673	143450674	2	"-"	"ENSG00000189007"	"ADAT2"	"protein_coding"	"chromosome"	"ADAT2"	134637
"ENSG00000034693"	"chr6"	143450806	143450807	2	"+"	"ENSG00000034693"	"PEX3"	"protein_coding"	"chromosome"	"PEX3"	8504
"ENSG00000001036"	"chr6"	143511690	143511691	2	"-"	"ENSG00000001036"	"FUCA2"	"protein_coding"	"chromosome"	"FUCA2"	2519
"ENSG00000112419"	"chr6"	143536844	143536845	2	"+"	"ENSG00000112419"	"PHACTR2"	"protein_coding"	"chromosome"	"PHACTR2"	9749
"ENSG00000257065"	"chr6"	143807091	143807092	2	"+"	"ENSG00000257065"	"RP3-468K18.5"	"protein_coding"	"chromosome"	"RP3-468K18.5"	.
"ENSG00000135521"	"chr6"	143843343	143843344	2	"+"	"ENSG00000135521"	"LTV1"	"protein_coding"	"chromosome"	"LTV1"	84946
"ENSG00000280148"	"chr6"	143857317	143857318	2	"+"	"ENSG00000280148"	"RP3-468K18.7"	"protein_coding"	"chromosome"	"RP3-468K18.7"	.
"ENSG00000118491"	"chr6"	143864435	143864436	2	"+"	"ENSG00000118491"	"ZC2HC1B"	"protein_coding"	"chromosome"	"ZC2HC1B"	153918
"ENSG00000118495"	"chr6"	144064599	144064600	2	"-"	"ENSG00000118495"	"PLAGL1"	"protein_coding"	"chromosome"	"PLAGL1"	5325
"ENSG00000169976"	"chr6"	144095573	144095574	2	"-"	"ENSG00000169976"	"SF3B5"	"protein_coding"	"chromosome"	"SF3B5"	83443
"ENSG00000135604"	"chr6"	144150525	144150526	2	"+"	"ENSG00000135604"	"STX11"	"protein_coding"	"chromosome"	"STX11"	8676
"ENSG00000152818"	"chr6"	144285700	144285701	2	"+"	"ENSG00000152818"	"UTRN"	"protein_coding"	"chromosome"	"UTRN"	7402
"ENSG00000112425"	"chr6"	145736024	145736025	2	"-"	"ENSG00000112425"	"EPM2A"	"protein_coding"	"chromosome"	"EPM2A"	7957
"ENSG00000280184"	"chr6"	145791832	145791833	2	"-"	"ENSG00000280184"	"AL023806.1"	"protein_coding"	"chromosome"	"AL023806.1"	.
"ENSG00000118496"	"chr6"	145814753	145814754	2	"-"	"ENSG00000118496"	"FBXO30"	"protein_coding"	"chromosome"	"FBXO30"	84085
"ENSG00000146414"	"chr6"	145964423	145964424	2	"-"	"ENSG00000146414"	"SHPRH"	"protein_coding"	"chromosome"	"SHPRH"	257218
"ENSG00000152822"	"chr6"	146027645	146027646	2	"+"	"ENSG00000152822"	"GRM1"	"protein_coding"	"chromosome"	"GRM1"	2911
"ENSG00000118508"	"chr6"	146543692	146543693	2	"+"	"ENSG00000118508"	"RAB32"	"protein_coding"	"chromosome"	"RAB32"	10981
"ENSG00000118492"	"chr6"	146598964	146598965	2	"+"	"ENSG00000118492"	"ADGB"	"protein_coding"	"chromosome"	"ADGB"	79747
"ENSG00000164506"	"chr6"	147204424	147204425	2	"+"	"ENSG00000164506"	"STXBP5"	"protein_coding"	"chromosome"	"STXBP5"	134957
"ENSG00000203727"	"chr6"	147508926	147508927	2	"+"	"ENSG00000203727"	"SAMD5"	"protein_coding"	"chromosome"	"SAMD5"	389432
"ENSG00000111961"	"chr6"	148272303	148272304	2	"+"	"ENSG00000111961"	"SASH1"	"protein_coding"	"chromosome"	"SASH1"	23328
"ENSG00000111962"	"chr6"	148747327	148747328	2	"+"	"ENSG00000111962"	"UST"	"protein_coding"	"chromosome"	"UST"	10090
"ENSG00000055208"	"chr6"	149218640	149218641	2	"+"	"ENSG00000055208"	"TAB2"	"protein_coding"	"chromosome"	"TAB2"	23118
"ENSG00000177688"	"chr6"	149400226	149400227	2	"+"	"ENSG00000177688"	"SUMO4"	"protein_coding"	"chromosome"	"SUMO4"	387082
"ENSG00000178199"	"chr6"	149485061	149485062	2	"-"	"ENSG00000178199"	"ZC3H12D"	"protein_coding"	"chromosome"	"ZC3H12D"	340152
"ENSG00000131013"	"chr6"	149546038	149546039	2	"-"	"ENSG00000131013"	"PPIL4"	"protein_coding"	"chromosome"	"PPIL4"	85313
"ENSG00000055211"	"chr6"	149566293	149566294	2	"+"	"ENSG00000055211"	"GINM1"	"protein_coding"	"chromosome"	"GINM1"	116254
"ENSG00000186625"	"chr6"	149648972	149648973	2	"-"	"ENSG00000186625"	"KATNA1"	"protein_coding"	"chromosome"	"KATNA1"	11104
"ENSG00000131023"	"chr6"	149718256	149718257	2	"-"	"ENSG00000131023"	"LATS1"	"protein_coding"	"chromosome"	"LATS1"	9113
"ENSG00000278899"	"chr6"	149717620	149717621	2	"+"	"ENSG00000278899"	"AL358852.1"	"protein_coding"	"chromosome"	"AL358852.1"	.
"ENSG00000120253"	"chr6"	149749665	149749666	2	"-"	"ENSG00000120253"	"NUP43"	"protein_coding"	"chromosome"	"NUP43"	348995
"ENSG00000120265"	"chr6"	149749442	149749443	2	"+"	"ENSG00000120265"	"PCMT1"	"protein_coding"	"chromosome"	"PCMT1"	5110
"ENSG00000120256"	"chr6"	149864026	149864027	2	"-"	"ENSG00000120256"	"LRP11"	"protein_coding"	"chromosome"	"LRP11"	84918
"ENSG00000164520"	"chr6"	149898102	149898103	2	"-"	"ENSG00000164520"	"RAET1E"	"protein_coding"	"chromosome"	"RAET1E"	135250
"ENSG00000203722"	"chr6"	149923121	149923122	2	"-"	"ENSG00000203722"	"RAET1G"	"protein_coding"	"chromosome"	"RAET1G"	353091
"ENSG00000131015"	"chr6"	149941999	149942000	2	"+"	"ENSG00000131015"	"ULBP2"	"protein_coding"	"chromosome"	"ULBP2"	80328
"ENSG00000111981"	"chr6"	149964006	149964007	2	"+"	"ENSG00000111981"	"ULBP1"	"protein_coding"	"chromosome"	"ULBP1"	80329
"ENSG00000155918"	"chr6"	150025532	150025533	2	"-"	"ENSG00000155918"	"RAET1L"	"protein_coding"	"chromosome"	"RAET1L"	154064
"ENSG00000131019"	"chr6"	150069095	150069096	2	"-"	"ENSG00000131019"	"ULBP3"	"protein_coding"	"chromosome"	"ULBP3"	79465
"ENSG00000198729"	"chr6"	150143075	150143076	2	"+"	"ENSG00000198729"	"PPP1R14C"	"protein_coding"	"chromosome"	"PPP1R14C"	81706
"ENSG00000009765"	"chr6"	150368891	150368892	2	"+"	"ENSG00000009765"	"IYD"	"protein_coding"	"chromosome"	"IYD"	389434
"ENSG00000120278"	"chr6"	150599882	150599883	2	"+"	"ENSG00000120278"	"PLEKHG1"	"protein_coding"	"chromosome"	"PLEKHG1"	57480
"ENSG00000120254"	"chr6"	150865548	150865549	2	"+"	"ENSG00000120254"	"MTHFD1L"	"protein_coding"	"chromosome"	"MTHFD1L"	25902
"ENSG00000131016"	"chr6"	151239998	151239999	2	"+"	"ENSG00000131016"	"AKAP12"	"protein_coding"	"chromosome"	"AKAP12"	9590
"ENSG00000181472"	"chr6"	151391548	151391549	2	"-"	"ENSG00000181472"	"ZBTB2"	"protein_coding"	"chromosome"	"ZBTB2"	57621
"ENSG00000155906"	"chr6"	151452181	151452182	2	"-"	"ENSG00000155906"	"RMND1"	"protein_coding"	"chromosome"	"RMND1"	55005
"ENSG00000146476"	"chr6"	151452257	151452258	2	"+"	"ENSG00000146476"	"ARMT1"	"protein_coding"	"chromosome"	"ARMT1"	79624
"ENSG00000120262"	"chr6"	151494029	151494030	2	"+"	"ENSG00000120262"	"CCDC170"	"protein_coding"	"chromosome"	"CCDC170"	80129
"ENSG00000091831"	"chr6"	151656690	151656691	2	"+"	"ENSG00000091831"	"ESR1"	"protein_coding"	"chromosome"	"ESR1"	2099
"ENSG00000131018"	"chr6"	152637801	152637802	2	"-"	"ENSG00000131018"	"SYNE1"	"protein_coding"	"chromosome"	"SYNE1"	23345
"ENSG00000120279"	"chr6"	152697894	152697895	2	"+"	"ENSG00000120279"	"MYCT1"	"protein_coding"	"chromosome"	"MYCT1"	80177
"ENSG00000146469"	"chr6"	152750797	152750798	2	"+"	"ENSG00000146469"	"VIP"	"protein_coding"	"chromosome"	"VIP"	7432
"ENSG00000112029"	"chr6"	152983579	152983580	2	"-"	"ENSG00000112029"	"FBXO5"	"protein_coding"	"chromosome"	"FBXO5"	26271
"ENSG00000112031"	"chr6"	153002685	153002686	2	"-"	"ENSG00000112031"	"MTRF1L"	"protein_coding"	"chromosome"	"MTRF1L"	54516
"ENSG00000091844"	"chr6"	153131249	153131250	2	"-"	"ENSG00000091844"	"RGS17"	"protein_coding"	"chromosome"	"RGS17"	26575
"ENSG00000112038"	"chr6"	154010495	154010496	2	"+"	"ENSG00000112038"	"OPRM1"	"protein_coding"	"chromosome"	"OPRM1"	4988
"ENSG00000074706"	"chr6"	154356792	154356793	2	"-"	"ENSG00000074706"	"IPCEF1"	"protein_coding"	"chromosome"	"IPCEF1"	26034
"ENSG00000153721"	"chr6"	154510659	154510660	2	"-"	"ENSG00000153721"	"CNKSR3"	"protein_coding"	"chromosome"	"CNKSR3"	154043
"ENSG00000213079"	"chr6"	154733324	154733325	2	"+"	"ENSG00000213079"	"SCAF8"	"protein_coding"	"chromosome"	"SCAF8"	22828
"ENSG00000146426"	"chr6"	154832696	154832697	2	"+"	"ENSG00000146426"	"TIAM2"	"protein_coding"	"chromosome"	"TIAM2"	26230
"ENSG00000029639"	"chr6"	155314493	155314494	2	"-"	"ENSG00000029639"	"TFB1M"	"protein_coding"	"chromosome"	"TFB1M"	51106
"ENSG00000171217"	"chr6"	155264012	155264013	2	"+"	"ENSG00000171217"	"CLDN20"	"protein_coding"	"chromosome"	"CLDN20"	49861
"ENSG00000074771"	"chr6"	155455903	155455904	2	"-"	"ENSG00000074771"	"NOX3"	"protein_coding"	"chromosome"	"NOX3"	50508
"ENSG00000049618"	"chr6"	156777373	156777374	2	"+"	"ENSG00000049618"	"ARID1B"	"protein_coding"	"chromosome"	"ARID1B"	57492
"ENSG00000215712"	"chr6"	157323601	157323602	2	"-"	"ENSG00000215712"	"TMEM242"	"protein_coding"	"chromosome"	"TMEM242"	729515
"ENSG00000175048"	"chr6"	157381132	157381133	2	"+"	"ENSG00000175048"	"ZDHHC14"	"protein_coding"	"chromosome"	"ZDHHC14"	79683
"ENSG00000130340"	"chr6"	157700386	157700387	2	"+"	"ENSG00000130340"	"SNX9"	"protein_coding"	"chromosome"	"SNX9"	51429
"ENSG00000078269"	"chr6"	157981886	157981887	2	"+"	"ENSG00000078269"	"SYNJ2"	"protein_coding"	"chromosome"	"SYNJ2"	8871
"ENSG00000122335"	"chr6"	158168270	158168271	2	"-"	"ENSG00000122335"	"SERAC1"	"protein_coding"	"chromosome"	"SERAC1"	84947
"ENSG00000272047"	"chr6"	158168351	158168352	2	"+"	"ENSG00000272047"	"GTF2H5"	"protein_coding"	"chromosome"	"GTF2H5"	404672
"ENSG00000130338"	"chr6"	158232235	158232236	2	"+"	"ENSG00000130338"	"TULP4"	"protein_coding"	"chromosome"	"TULP4"	56995
"ENSG00000146433"	"chr6"	158536435	158536436	2	"+"	"ENSG00000146433"	"TMEM181"	"protein_coding"	"chromosome"	"TMEM181"	57583
"ENSG00000146425"	"chr6"	158644739	158644740	2	"-"	"ENSG00000146425"	"DYNLT1"	"protein_coding"	"chromosome"	"DYNLT1"	6993
"ENSG00000164674"	"chr6"	158650013	158650014	2	"+"	"ENSG00000164674"	"SYTL3"	"protein_coding"	"chromosome"	"SYTL3"	94120
"ENSG00000092820"	"chr6"	158819412	158819413	2	"-"	"ENSG00000092820"	"EZR"	"protein_coding"	"chromosome"	"EZR"	7430
"ENSG00000130363"	"chr6"	159000187	159000188	2	"-"	"ENSG00000130363"	"RSPH3"	"protein_coding"	"chromosome"	"RSPH3"	83861
"ENSG00000164691"	"chr6"	159045152	159045153	2	"-"	"ENSG00000164691"	"TAGAP"	"protein_coding"	"chromosome"	"TAGAP"	117289
"ENSG00000164694"	"chr6"	159169396	159169397	2	"+"	"ENSG00000164694"	"FNDC1"	"protein_coding"	"chromosome"	"FNDC1"	84624
"ENSG00000112096"	"chr6"	159762529	159762530	2	"-"	"ENSG00000112096"	"SOD2"	"protein_coding"	"chromosome"	"SOD2"	c(100129518, 6648)
"ENSG00000146457"	"chr6"	159725584	159725585	2	"+"	"ENSG00000146457"	"WTAP"	"protein_coding"	"chromosome"	"WTAP"	9589
"ENSG00000120437"	"chr6"	159760327	159760328	2	"+"	"ENSG00000120437"	"ACAT2"	"protein_coding"	"chromosome"	"ACAT2"	39
"ENSG00000120438"	"chr6"	159789749	159789750	2	"-"	"ENSG00000120438"	"TCP1"	"protein_coding"	"chromosome"	"TCP1"	6950
"ENSG00000112110"	"chr6"	159789811	159789812	2	"+"	"ENSG00000112110"	"MRPL18"	"protein_coding"	"chromosome"	"MRPL18"	29074
"ENSG00000146453"	"chr6"	159800248	159800249	2	"+"	"ENSG00000146453"	"PNLDC1"	"protein_coding"	"chromosome"	"PNLDC1"	154197
"ENSG00000130368"	"chr6"	159906689	159906690	2	"+"	"ENSG00000130368"	"MAS1"	"protein_coding"	"chromosome"	"MAS1"	4142
"ENSG00000197081"	"chr6"	159969098	159969099	2	"+"	"ENSG00000197081"	"IGF2R"	"protein_coding"	"chromosome"	"IGF2R"	3482
"ENSG00000175003"	"chr6"	160121788	160121789	2	"+"	"ENSG00000175003"	"SLC22A1"	"protein_coding"	"chromosome"	"SLC22A1"	6580
"ENSG00000112499"	"chr6"	160277638	160277639	2	"-"	"ENSG00000112499"	"SLC22A2"	"protein_coding"	"chromosome"	"SLC22A2"	6582
"ENSG00000146477"	"chr6"	160348267	160348268	2	"+"	"ENSG00000146477"	"SLC22A3"	"protein_coding"	"chromosome"	"SLC22A3"	6581
"ENSG00000198670"	"chr6"	160664259	160664260	2	"-"	"ENSG00000198670"	"LPA"	"protein_coding"	"chromosome"	"LPA"	4018
"ENSG00000122194"	"chr6"	160702237	160702238	2	"+"	"ENSG00000122194"	"PLG"	"protein_coding"	"chromosome"	"PLG"	5340
"ENSG00000085511"	"chr6"	160991726	160991727	2	"+"	"ENSG00000085511"	"MAP3K4"	"protein_coding"	"chromosome"	"MAP3K4"	4216
"ENSG00000026652"	"chr6"	161274061	161274062	2	"-"	"ENSG00000026652"	"AGPAT4"	"protein_coding"	"chromosome"	"AGPAT4"	56895
"ENSG00000185345"	"chr6"	162727771	162727772	2	"-"	"ENSG00000185345"	"PARK2"	"protein_coding"	"chromosome"	"PARK2"	5071
"ENSG00000112530"	"chr6"	162727131	162727132	2	"+"	"ENSG00000112530"	"PACRG"	"protein_coding"	"chromosome"	"PACRG"	135138
"ENSG00000112531"	"chr6"	163413999	163414000	2	"+"	"ENSG00000112531"	"QKI"	"protein_coding"	"chromosome"	"QKI"	9444
"ENSG00000112539"	"chr6"	165309607	165309608	2	"-"	"ENSG00000112539"	"C6orf118"	"protein_coding"	"chromosome"	"C6orf118"	168090
"ENSG00000112541"	"chr6"	165986603	165986604	2	"-"	"ENSG00000112541"	"PDE10A"	"protein_coding"	"chromosome"	"PDE10A"	10846
"ENSG00000164458"	"chr6"	166168700	166168701	2	"-"	"ENSG00000164458"	"T"	"protein_coding"	"chromosome"	"T"	6862
"ENSG00000176381"	"chr6"	166308448	166308449	2	"-"	"ENSG00000176381"	"PRR18"	"protein_coding"	"chromosome"	"PRR18"	285800
"ENSG00000198818"	"chr6"	166342591	166342592	2	"-"	"ENSG00000198818"	"SFT2D1"	"protein_coding"	"chromosome"	"SFT2D1"	113402
"ENSG00000060762"	"chr6"	166383013	166383014	2	"-"	"ENSG00000060762"	"MPC1"	"protein_coding"	"chromosome"	"MPC1"	51660
"ENSG00000071242"	"chr6"	166906451	166906452	2	"-"	"ENSG00000071242"	"RPS6KA2"	"protein_coding"	"chromosome"	"RPS6KA2"	6196
"ENSG00000249141"	"chr6"	166956124	166956125	2	"-"	"ENSG00000249141"	"RP11-514O12.4"	"protein_coding"	"chromosome"	"RP11-514O12.4"	.
"ENSG00000026297"	"chr6"	166957191	166957192	2	"-"	"ENSG00000026297"	"RNASET2"	"protein_coding"	"chromosome"	"RNASET2"	8635
"ENSG00000213066"	"chr6"	166999181	166999182	2	"+"	"ENSG00000213066"	"FGFR1OP"	"protein_coding"	"chromosome"	"FGFR1OP"	11116
"ENSG00000112486"	"chr6"	167111806	167111807	2	"+"	"ENSG00000112486"	"CCR6"	"protein_coding"	"chromosome"	"CCR6"	1235
"ENSG00000166984"	"chr6"	167146413	167146414	2	"+"	"ENSG00000166984"	"TCP10L2"	"protein_coding"	"chromosome"	"TCP10L2"	401285
"ENSG00000120436"	"chr6"	167158329	167158330	2	"-"	"ENSG00000120436"	"GPR31"	"protein_coding"	"chromosome"	"GPR31"	2853
"ENSG00000112494"	"chr6"	167271168	167271169	2	"+"	"ENSG00000112494"	"UNC93A"	"protein_coding"	"chromosome"	"UNC93A"	54346
"ENSG00000120440"	"chr6"	167325085	167325086	2	"+"	"ENSG00000120440"	"TTLL2"	"protein_coding"	"chromosome"	"TTLL2"	83887
"ENSG00000203690"	"chr6"	167384510	167384511	2	"-"	"ENSG00000203690"	"TCP10"	"protein_coding"	"chromosome"	"TCP10"	6953
"ENSG00000130396"	"chr6"	167826921	167826922	2	"+"	"ENSG00000130396"	"AFDN"	"protein_coding"	"chromosome"	"AFDN"	4301
"ENSG00000125337"	"chr6"	167996240	167996241	2	"+"	"ENSG00000125337"	"KIF25"	"protein_coding"	"chromosome"	"KIF25"	3834
"ENSG00000153303"	"chr6"	168081557	168081558	2	"-"	"ENSG00000153303"	"FRMD1"	"protein_coding"	"chromosome"	"FRMD1"	79981
"ENSG00000164488"	"chr6"	168319754	168319755	2	"-"	"ENSG00000164488"	"DACT2"	"protein_coding"	"chromosome"	"DACT2"	168002
"ENSG00000112562"	"chr6"	168441150	168441151	2	"+"	"ENSG00000112562"	"SMOC2"	"protein_coding"	"chromosome"	"SMOC2"	64094
"ENSG00000186340"	"chr6"	169254044	169254045	2	"-"	"ENSG00000186340"	"THBS2"	"protein_coding"	"chromosome"	"THBS2"	7058
"ENSG00000184465"	"chr6"	169702048	169702049	2	"-"	"ENSG00000184465"	"WDR27"	"protein_coding"	"chromosome"	"WDR27"	253769
